id_usuario,cep,estado,bairro,rua,numero,complemento
a6b2b723-c84a-491a-81a2-3faf863fb52e,92286766,CE,de Goiás,Parque Henry Rios,6784,Bloco B
não-é-um-uuid,12428-751,MS,de Minas,Residencial Lunna da Costa,8947,
614feb33-23b7-44f0-90f3-19229e52093a,04025-596,TO,dos Dourados,Chácara Azevedo,7856,Apto 12
4483cfbc-f9e1-4201-8a88-e33fe6d6de82,32825837,AP,do Norte,Campo Jesus,548,Casa 2
ad0a493b-969d-46d8-9977-2232822346d0,23420506,GO,de Goiás,Lago da Cruz,1716,
b8a4d0ed-c0c1-470c-85ad-4469b4525af1,74975-105,MG,do Sul,Lagoa Novaes,2637,
86d89409-2572-4345-a659-66e2135050fd,18694-121,AP,Verde,Jardim Raquel Correia,5537,Bloco B
8622e2fb-72fc-41f3-a213-dfd464c0bd50,69786-749,PA,do Sul,Via João Lucas Barbosa,2704,Bloco B
eb581f24-143d-41a7-9040-521afdc7595b,53779-022,AM,da Prata,Estrada de Pastor,5425,Apto 12
58f1c880-abc7-4a20-a920-20d595e9ea8e,12345,RR,Verde,Conjunto Fonseca,9079,
0131011b-58bf-44a2-bd54-521d0ebe9607,67544-870,SC,de Minas,Campo Joana Caldeira,8850,Casa 2
4d64a6c0-f56c-4dfb-bcff-caa68ef77547,51343-753,MA,Grande,Quadra da Luz,3892,
f2009432-fa87-4a56-924b-10c32f6776a5,00181907,RJ,Grande,Ladeira Montenegro,9006,Bloco B
